label,rolloff,energy,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
Blessing_approve_time_stretch,3903.024366425305,86.64348602294922,-422.14776611328125,94.22374725341797,5.084826469421387,22.106048583984375,0.6818910241127014,7.496178150177002,-8.121172904968262,-0.7550912499427795,-6.489402770996094,3.801934003829956,-4.747913360595703,-2.4704337120056152,-3.314401865005493
Blessing_approve_noise,8274.933521167652,231.4253324943226,-270.2045641432796,29.84225732067076,13.01137063477459,11.582812578868731,3.093051467513589,2.463729143059079,-1.8693516489163,-1.5599664405820939,-2.310696086889769,-0.3754402119608488,-2.132363883866099,-2.145217754415111,-1.9300214049985882
Mwai_confirm_original,2647.834071828358,413.3374328613281,-393.1519775390625,95.12517547607422,9.987350463867188,18.914751052856445,1.3289563655853271,-2.0050904750823975,-3.75630521774292,-1.711383581161499,-11.932697296142578,-11.38005542755127,-4.780184268951416,-6.595196723937988,-6.32853364944458
Mwai_confirm_pitch_shift,2937.0324889225744,251.6614532470703,-410.41705322265625,87.69148254394531,9.382271766662598,15.708401679992676,-3.2037129402160645,-3.4977171421051025,-4.5817718505859375,-6.747629642486572,-15.80612850189209,-7.7000885009765625,-5.519280433654785,-5.865809917449951,-2.600069761276245
Mwai_confirm_time_stretch,2633.843994140625,94.2515640258789,-434.4122009277344,106.04700469970703,6.342080116271973,21.657991409301758,-2.4735007286071777,-1.173448085784912,-4.943904876708984,-1.5893696546554565,-12.801128387451172,-11.023119926452637,-4.9413838386535645,-7.295746803283691,-6.085874080657959
Mwai_confirm_noise,7709.958022388059,415.5758119187679,-264.83487943596845,40.188377573031964,12.044856664545636,8.597350944986756,2.4192000086664276,-1.5870311208380297,-1.2812749552913205,-1.6382517974119404,-7.18822093882726,-7.733012250959538,-4.467633419047439,-3.756039115857508,-4.2883483696164815
Mitali_confirm_original,5003.175467875466,113.20484924316406,-438.6214294433594,71.61918640136719,29.31553077697754,29.31984519958496,5.191783428192139,8.876304626464844,-5.150528430938721,11.1107759475708,-5.484381198883057,-1.86941659450531,1.6521902084350586,1.21797776222229,1.4851611852645874
Mitali_confirm_pitch_shift,5557.01266616138,64.45046997070312,-453.6912841796875,66.65350341796875,31.786846160888672,21.61704444885254,2.148355484008789,4.92244291305542,-3.0805351734161377,7.532260417938232,-9.798782348632812,3.4289331436157227,-0.16888877749443054,2.056356906890869,-1.0092768669128418
Mitali_confirm_time_stretch,5221.417236328125,33.609588623046875,-468.86016845703125,76.07291412353516,30.45134162902832,31.83195686340332,1.029219150543213,9.076176643371582,-7.392712116241455,11.375836372375488,-6.578047752380371,-2.116032838821411,0.4788978397846222,0.32977771759033203,2.078159809112549
Mitali_confirm_noise,8176.832147854478,115.04241994947326,-266.8575938146037,28.349921963587526,16.075851940714937,11.004280704655203,2.8294290145139698,3.7982207684894385,0.5351259336115283,4.4604501052789916,-2.6837695302891302,-2.6871092080822,-0.056843062341718396,-0.044182356747455076,0.21425999865136458
Liliane_confirm_original,3637.809870793269,85.36808013916016,-417.6470947265625,113.47743225097656,9.545208930969238,12.619532585144043,-12.498957633972168,3.8713839054107666,-12.588216781616211,0.7781100273132324,-3.726161479949951,-9.94925594329834,-10.558769226074219,-6.221288681030273,-8.320088386535645
Liliane_confirm_pitch_shift,4017.125525841346,38.583648681640625,-437.4347839355469,110.09248352050781,9.861989974975586,3.845611572265625,-14.57861328125,3.100341796875,-14.077640533447266,2.130343437194824,-12.94936752319336,-12.250075340270996,-7.603450775146484,-5.421504974365234,-6.147254943847656
Liliane_confirm_time_stretch,3628.486392372533,29.340538024902344,-443.07220458984375,115.49002838134766,11.090999603271484,13.604621887207031,-18.18572425842285,7.7483062744140625,-15.167614936828613,1.5138736963272095,-4.775335788726807,-10.936882019042969,-11.21764087677002,-6.448902130126953,-9.156560897827148
Liliane_confirm_noise,7886.594801682692,86.66694037153808,-272.23705108507386,38.153840118825286,18.18443231394737,3.15765829474064,-4.9526312668664065,-0.9507931847561565,-3.5953175471164247,-3.603121277918606,-5.0433934482790015,-7.272515180660501,-6.546332641987628,-6.1387500646140944,-4.5270973632232065
Blessing_confirm_original,4053.62548828125,147.29090881347656,-398.1543273925781,101.91707611083984,-5.817651748657227,28.62880516052246,-8.996537208557129,15.786288261413574,-4.859184265136719,-0.8344994187355042,-5.503469467163086,0.8232092261314392,-3.3393704891204834,-3.622849941253662,-2.07716965675354
Blessing_confirm_pitch_shift,4419.340376420455,71.85823059082031,-416.6463623046875,95.47315216064453,-2.839263916015625,25.12086296081543,-9.461762428283691,15.814618110656738,-11.251477241516113,-0.7082820534706116,-6.285569190979004,0.25772562623023987,-8.429083824157715,-2.016230583190918,-3.233083724975586
Blessing_confirm_time_stretch,3965.389823913574,52.20486831665039,-421.917724609375,103.85590362548828,-7.120655059814453,31.94232177734375,-13.012076377868652,17.013792037963867,-6.048161506652832,0.008584856986999512,-5.534605503082275,1.2036378383636475,-4.095337390899658,-3.472517728805542,-2.4132204055786133
Blessing_confirm_noise,7899.189897017045,149.4543648259744,-263.45420152938357,36.933846004825185,11.114936997054588,9.846205305523487,1.918866364915521,3.9096174010175773,1.9307220615424086,-2.589669044132967,-3.2936272782662748,-1.3605834482917756,-1.6822542613971092,-3.0524100940361674,-1.7978438459798125
